text,label,clean_text
K:)k:)what are detail you want to transfer?acc no enough?,0,detail want transfer acc enough
\CHA QUITEAMUZING THATåÕSCOOL BABE,0,cha quiteamuzing scool babe
Ok then i will come to ur home after half an hour,0,ok come ur home half hour
85233 FREE>Ringtone!Reply REAL,1,85233 free ringtone reply real
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,sms auction nokia 7250i get win free auction take part send nokia 86021 hg suite342 2lands row w1jhl 16
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0,hi engagement fixd lt gt th next month know really shock bt hmm njan vilikkam w al sudn
Mm that time you dont like fun,0,mm time dont like fun
By monday next week. Give me the full gist,0,monday next week give full gist
i dnt wnt to tlk wid u,0,dnt wnt tlk wid u
"Now, whats your house # again ? And do you have any beer there ?",0,whats house beer
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0,put party day week study lightly think need draw custom checkboxes know hardcore
All e best 4 ur exam later.,0,best ur exam later
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,tomorrow go theatre come wherever call tell come tomorrow
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,0,come back thursday yay gon na ok get money cheer oh yeah everything alright hows school call work
\Keep ur problems in ur heart,0,keep ur problem ur heart
You will be in the place of that man,0,place man
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,1,private 2003 account statement show 800 un redeem point call 08715203652 identifier code 42810 expire 29 10 0
"If e timing can, then i go w u lor...",0,time go u lor
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0,wnevr wana fal luv vth book bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
Now i'm going for lunch.,0,go lunch
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0,tell think plus go stop run
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,shit really shock scary cant imagine second def night think somewhere could crash night save taxi
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",0,hiya sorry hav signal see heard neither unusual put case get sort hug snogs
"IÛ÷ll leave around four, ok?",0,leave around four ok
No probably  &lt;#&gt; %.,0,probably lt gt
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,0,know anthony bring money school fee pay rent stuff like thats need help friend need
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0,yar lor wan go horse racing today mah eat earlier lor ate chicken rice
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",0,problem walk around julianaland oblivious go around say thing constantly go one ear go whatever want know upset listen tell go upset want surprise mad
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",0,need 8th campus atm could pick hour two
WOT U UP 2 J?,0,wot j
You are a very very very very bad girl. Or lady.,0,bad girl lady
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,life spend someone lifetime may meaningless moment spend someone really love mean life
"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",1,1000 winner guarantee caller prize final attempt contact claim call 09071517866 150ppmpobox10183bhamb64xe
Hi kindly give us back our documents which we submitted for loan from STAPATI,0,hi kindly give u back document submit loan stapati
"Sorry, I can't help you on this.",0,sorry help
Went to pay rent. So i had to go to the bank to authorise the payment.,0,go pay rent go bank authorise payment
I cant wait to see you! How were the photos were useful? :),0,cant wait see photo useful
Okay... I booked all already... Including the one at bugis.,0,okay book already include one bugis
Ya srsly better than yi tho,0,ya srsly well yi tho
Just haven't decided where yet eh ?,0,decide yet eh
Ok... Let u noe when i leave my house.,0,ok let noe leave house
"Didn't try, g and I decided not to head out",0,try decide head
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",1,want cock hubby away need real man satisfy txt wife 89938 string action txt stop end txt rec 50ea otbox 731 la1 7ws
All e best 4 ur driving tmr :-),0,best ur driving tmr
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,jus reach home go bathe first si use net tell finish
S:)but he had some luck.2 catches put down:),0,luck catch put
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1,date two start send text talk sport radio last week connection think coincidence
He is world famamus....,0,world famamus
We can make a baby in yo tho,0,make baby yo tho
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,0,texted finish long time ago shower er ything
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,free game get rayman golf free o2 game arcade 1st get ur game setting reply post save activ8 press key arcade termsapply
"Yeah that's what I thought, lemme know if anything's goin on later",0,yeah think lem me know anything goin later
GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,1,gent try contact last weekend draw show 1000 prize guarantee call 09064012160 claim code k52 valid 12hrs 150ppm
Dunno lei he neva say...,0,dunno lei neva say
Ugh just got outta class,0,ugh get outta class
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,ree entry weekly comp chance win ipod txt pod 80182 get entry std txt rate c apply 08452810073 detail 18
Yes:)from last week itself i'm taking live call.,0,yes last week take live call
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0,happy new year ur family may new year bring happiness stability tranquility ur vibrant colourful life
What's the significance?,0,significance
"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",0,oh fuck juswoke bed boatin dock sleep wid 25 year old spinout giv da gossip l8r xxx
Did u see what I posted on your Facebook?,0,see post facebook
I have many dependents,0,many dependent
Ok then i come n pick u at engin?,0,ok come pick engin
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0,make payment dont much sorry would want fedex way
Are u awake? Is there snow there?,0,awake snow
"Oh... Icic... K lor, den meet other day...",0,oh icic lor den meet day
Can come my room but cannot come my house cos my house still messy... Haha...,0,come room can not come house co house still messy haha
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0,yeah imagine would really gentle unlike docs treat patient like turkey
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1,000 cash 000 prize claim call09050000327 c rstm sw7 3 150ppm
Yes. I come to nyc for audiitions and am trying to relocate.,0,yes come nyc audiitions try relocate
Alex says he's not ok with you not being ok with it,0,alex say ok ok
Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,0,guai shd haf see naughty free today go jogging
Shall i come to get pickle,0,shall come get pickle
No rushing. I'm not working. I'm in school so if we rush we go hungry.,0,rush work school rush go hungry
"I'm back &amp; we're packing the car now, I'll let you know if there's room",0,back amp packing car let know room
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0,pls make note expose also find school anyone else vomit dog cat house let know later
TELL HER I SAID EAT SHIT.,0,tell say eat shit
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,0,slave want take picture today bright light cell phone bright light
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0,hiya comin bristol st week april les get rudi new yr eve snore drunk bak college yet work sends ink bath
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,0,think bout drink tap spile seven pub gas st broad st canal ok
No..but heard abt tat..,0,heard abt tat
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",0,well imma definitely need restock thanksgiving let know
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0,make life stressfull always find time laugh may add year life surely add life ur year gud ni8 swt dream
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1,save money wed lingerie www bridal petticoatdreams co uk choose superb selection national delivery bring weddingfriend
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,want funk ur fone weekly new tone reply tones2u text www ringtones co uk original best tone 3gbp network operator rate apply
Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,0,hope pissed remember go sister something
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,urgent try contact today draw show 800 prize guarantee call 09050001808 land line claim m95 valid12hrs
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",0,good morning boytoy yummy lip sexy bun think crave need
Whom you waited for yesterday,0,wait yesterday
 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,0,gon na let know cos come bak holiday day come t4get2text number
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,0,good wonder wont say hi smile cop long distance
I am not sure about night menu. . . I know only about noon menu,0,sure night menu know noon menu
Heehee that was so funny tho,0,heehee funny tho
"aight we can pick some up, you open before tonight?",0,aight pick open tonight
Are you available for soiree on June 3rd?,0,available soiree june 3rd
I emailed yifeng my part oredi.. Can Ì_ get it fr him..,0,email yifeng part oredi get fr
Ugh fuck it I'm resubbing to eve,0,ugh fuck resubbing eve
Yeah sure I'll leave in a min,0,yeah sure leave min
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,smsservices yourinclusive text credit pls goto www comuk net login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk 220 cm2 9ae
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,watch cartoon listen music amp eve go temple amp church
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0,hope alright babe worry might felt bit desparate learn job fake wait come back love
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0,somewhere beneath pale moon light someone think dream come true goodnite amp sweet dream
Give me a sec to think think about it,0,give sec think think
K tell me anything about you.,0,tell anything
Yup... How Ì_ noe leh...,0,yup noe leh
"Sorry, I'll call later",0,sorry call later
Jus finish watching tv... U?,0,jus finish watching tv
"And how you will do that, princess? :)",0,princess
Dont talk to him ever ok its my word.,0,dont talk ever ok word
I know complain num only..bettr directly go to bsnl offc nd apply for it..,0,know complain num bettr directly go bsnl offc nd apply
No problem baby. Is this is a good time to talk? I called and left a message.,0,problem baby good time talk call leave message
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,0,ha must walk everywhere can not take tram cousin say walk vic market hotel
Good morning princess! How are you?,0,good morning princess
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,get lion england tone reply lionm mono lionp poly go www ringtones co uk original best tone 3gbp network operator rate apply
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",0,yo gon na still stock tomorrow today try get dubsack
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,sea lay rock rock envelope envelope paper paper word
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,free top ringtone sub weekly ringtone get 1st week free send subpoly 81618 per week stop sm 08718727870
I will see in half an hour,0,see half hour
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1,dear invite xchat final attempt contact txt chat 86688
"I've got  &lt;#&gt; , any way I could pick up?",0,get lt gt way could pick
Great. So should i send you my account number.,0,great send account number
I need you to be in my strong arms...,0,need strong arm
Pls pls find out from aunt nike.,0,pls pls find aunt nike
So lets make it saturday or monday as per convenience.,0,let make saturday monday per convenience
"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",1,mobile number 5000 claim call u back ring claim hot line 09050005321
Thats cool! I am a gentleman and will treat you with dignity and respect.,0,thats cool gentleman treat dignity respect
"Sorry, I'll call later",0,sorry call later
Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,0,allo brave bus take train triumph mean ham jolly good rest week
Yar but they say got some error.,0,yar say get error
"Haha awesome, I might need to take you up on that, what you doin tonight?",0,haha awesome might need take doin tonight
U sick still can go shopping?,0,sick still go shopping
Ok i am on the way to home hi hi,0,ok way home hi hi
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0,good time nice something bit different weekend change see ya soon
Nope i'll come online now..,0,nope come online
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0,nosy guess idk react freak
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,0,think girl propose today see ur bloody funky shit fuck face asssssholeeee
One small prestige problem now.,0,one small prestige problem
Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,0,hello hun ru way im good date guy meet walkabout far meet soon hows everyone else
No i am not having not any movies in my laptop,0,movie laptop
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0,hi mobile lt gt add contact list www fullonsms com great place send free sm people visit fullonsms com
ILL B DOWN SOON,0,ill soon
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,0,heard anything answer texts guessing flake say jb fantastic
Wat happened to the cruise thing,0,wat happen cruise thing
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,0,today iz yellow rise day love frndship give misscall amp send ur frndz amp see many miss call get get 6missed marry ur lover
Haha i think i did too,0,haha think
I will reach before ten morning,0,reach ten morning
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,0,gr8 handle victoria island traffic plus album due
When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,0,use soc use home dunno type word ar
Will purchase d stuff today and mail to you. Do you have a po box number?,0,purchase stuff today mail po box number
I thought slide is enough.,0,think slide enough
Or Ì_ go buy wif him then i meet Ì_ later can?,0,go buy wif meet later
Dude we should go sup again,0,dude go sup
Also are you bringing galileo or dobby,0,also bring galileo dobby
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",0,tick tick tick could die loneliness know pout stomps foot need
"What i mean was i left too early to check, cos i'm working a 9-6.",0,mean leave early check co work 9
This is all just creepy and crazy to me.,0,creepy crazy
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0,still havent collect dough pls let know go place sent get control number
Gud mrng dear hav a nice day,0,gud mrng dear hav nice day
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",0,jason say gon na around around lt gt
Home so we can always chat,0,home always chat
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,1,lord ring return king store reply lotr june chance win lotr soundtrack cd stdtxtrate reply stop end txts
I wanna watch that movie,0,wan na watch movie
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,free ringtone wait collect simply text password mix 85069 verify get usher britney fml
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0,actor work work even sleep late since unemployed moment always sleep late unemployed every day saturday
Jus ans me lar. U'll noe later.,0,jus an lar noe later
I cant pick the phone right now. Pls send a message,0,cant pick phone right pls send message
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1,sm service inclusive text credit pls goto www comuk net login unsubscribe stop extra charge help 08700469649 po box420 ip4 5we
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1,pdate double min 1000 txts orange tariff late motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout yhl
Speaking of does he have any cash yet?,0,speak cash yet
"Dear relieved of westonzoyland, all going to plan this end too!",0,dear relieve westonzoyland go plan end
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",0,well babe swollen gland throat end
Tell rob to mack his gf in the theater,0,tell rob mack gf theater
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0,dunno leh cant remember mayb lor wat time meeting tmr
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,0,yar want scold yest late already get zhong se qing ask b4 ask go u lor u still act real
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,0,eh ur laptop get stock lei say mon muz come take look get
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,0,mean come chase state watch many movie want
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0,brother transfer lt gt lt gt pa
I HAVE A DATE ON SUNDAY WITH WILL!!,0,date sunday
You see the requirements please,0,see requirement please
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,house maid murderer coz man murder lt gt th january public holiday govt instituitions close include post office understand
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,sign maturity start say big thing actually start understand small thing nice even bslvyl
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,0,aah cuddle would lush need lot tea soup kind fumbling
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,0,ok problem get taxi ing tomorrow tuesday tuesday think go cinema
Oh you got many responsibilities.,0,oh get many responsibility
There bold 2  &lt;#&gt; . Is that yours,0,bold lt gt
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",0,actually fuck whatever find excuse tampa point january though
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",1,0a network allow company bill sms responsible supplier
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",0,yeah leave couple minute amp let know get mu
"We are hoping to get away by 7, from Langport. You still up for town tonight?",0,hop get away langport still town tonight
I will lick up every drop :) are you ready to use your mouth as well?,0,lick every drop ready use mouth well
I dont want to hear philosophy. Just say what happen,0,dont want hear philosophy say happen
"Well, i'm gonna finish my bath now. Have a good...fine night.",0,well gon na finish bath good fine night
"Hi elaine, is today's meeting confirmed?",0,hi elaine today meeting confirm
Ambrith..madurai..met u in arun dha marrge..remembr?,0,ambrith madurai meet arun dha marrge remembr
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,love decision feeling could decide love life would much simpler less magical
LOL ... No just was busy,0,lol busy
Or remind me in a few hrs.,0,remind hr
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,1,mobile 11 month r entitle update late colour mobile camera free call mobile update co free 08002986030
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1,fantasy football back tv go sky gamestar sky active play 250k dream team score start saturday register sky opt 88088
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0,ugh u apologize admit wrong ask take back
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,try contact reply offer video handset 750 anytime network min unlimited text camcorder reply call 08000930705
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",0,er yeah 15 26 sorry tell pub cafe sit come wen
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,0,free sit rite wan watch infernal affair wif darren mayb xy
Aiyo please Ì_ got time meh.,0,aiyo please get time meh
"(And my man carlos is definitely coming by mu tonight, no excuses)",0,man carlos definitely come mu tonight excuse
Hmmm.but you should give it on one day..,0,hmmm give one day
Thats cool. i liked your photos. You are very sexy!,0,thats cool like photo sexy
\Hey sorry I didntgive ya a a bellearlier hunny,0,hey sorry didntgive ya bellearlier hunny
Oh thanks a lot..i already bought 2 eggs ..,0,oh thanks lot already buy egg
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd8 08000839402 call 2optout
Just sleeping..and surfing,0,sleep surf
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,0,yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee
"Come to me right now, Ahmad",0,come right ahmad
So what u doing today?,0,today
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,today voda number end 7548 select receive 350 award match please call 08712300220 quote claim code 4041 standard rate app
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,sunshine hols claim ur med holiday send stamp self address envelope drink u uk po box 113 bray wicklow eire quiz start saturday unsub stop
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",0,find way get another app phone eh go net cafe take job geeee need babe crave see
Hows the street where the end of library walk is?,0,hows street end library walk
get ready to moan and scream :),0,get ready moan scream
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,important information orange user today lucky day 2find log onto fantastic surprise awaiting
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0,today sorry day ever angry ever misbehave hurt plz plz slap urself bcoz ur fault basically good
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0,taught ranjith sir call sm like becaus he verify project prabu tell today pa dont mistake
"Damn, can you make it tonight or do you want to just wait til tomorrow",0,damn make tonight want wait til tomorrow
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",0,beautiful truth gravity read carefully heart feel light someone feel heavy someone leave goodmorning
"Goodmorning,my grandfather expired..so am on leave today.",0,goodmorning grandfather expire leave today
Then why you not responding,0,respond
If I was I wasn't paying attention,0,pay attention
YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1,choose receive 350 award pls call claim number 09066364311 collect award select receive value mobile customer
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",0,hey miss tm last night phone charge smile meet friend shortly
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,say mind go bedroom minute ok sed sexy mood come minuts latr wid cake wife
